"ID","Link","User","Date","Stars","Title","Text"
"14","https://www.amazon.com/gp/customer-reviews/R3QXIYG9046C2D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","BTC SECURITY CAMERAS","25 Jan 2023","5.0","Exelente Calidad para personas simples pero interesante. Casio #1","No pesado. Exelente Calidad. Muy práctico  simplemente un Buen Casio #1.  La hora.  El día el mes y Alarma que más. ..? Las baterías duras fácil 10 año o más es mi 3 reloj Casio en mi vida.100% satisfecho Recomiendo .⭐⭐⭐⭐⭐"
"15","https://www.amazon.com/gp/customer-reviews/R1XCY1XBL7UE4K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Jean P.","08 Feb 2023","5.0","Great quality","It is a subtle watch, albeit a really resistant one. The electroluminescent backlight performs great."
"16","https://www.amazon.com/gp/customer-reviews/R28KJBPK5ABOT6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Jesse","16 Jan 2023","4.0","Casio 5600 g shock","Pretty nice looking watch, easy to read. I've dropped it a couple of times on hard wood flooring no scratches or anything. I ran it under water it done great. Good features on it but the reason I give it 4 stars and not 5 is because the top left button is so darn hard to press, I have to use a pointy object to press it in. But overall great watch."
"17","https://www.amazon.com/gp/customer-reviews/R2PRHF6CGFMA45/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Mathew Bagshaw","26 Jan 2023","5.0","Comfortable.  Illuminator is nice.","Simple watch.  Not bulky.  Nice smaller gshock.  I have a couple larger gshocks but I seem to wear this one the most.  Highly recommend.  Also the backlight is awesome."
"18","https://www.amazon.com/gp/customer-reviews/R2TSZV5ILDS4ZC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Cecil York","04 Feb 2023","5.0","Really nice watch!","The watch fits my arm and looks great. Keeps great time."
"19","https://www.amazon.com/gp/customer-reviews/RVZ0W6FIUGG4P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","orlando vale","31 Jan 2023","4.0","Reloj casio","Vino con un botón hundido. Pero me lo voy a quedar. De igual manera trabaja bien y me gusta."
"20","https://www.amazon.com/gp/customer-reviews/R25KQ6HP79ELBD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Nikky O.","02 Feb 2023","5.0","Best simple watch","Not much to say, it’s simple and it’s rugged. Great buy"
"21","https://www.amazon.com/gp/customer-reviews/R353UJVK3EH2FU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Marko","05 Feb 2023","5.0","Nice watch.","Pretty comfortable and not havy would recommend!"
"22","https://www.amazon.com/gp/customer-reviews/R10Q11G2T0I8E6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Courtney Crompton","24 Jan 2023","5.0","Great quality for the price","My son is leaving to go to BMT and this watch is perfect. Exactly what he needs. Good quality for a fair price."
"23","https://www.amazon.com/gp/customer-reviews/R2G38OUPC2QAZX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","RB","03 Feb 2023","5.0","Very functional","Easy to use, durable watch doesn’t get more simple"
"24","https://www.amazon.com/gp/customer-reviews/R2IN7QPWIR2UUH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Triplejayee","09 Nov 2022","5.0","Simple, perfect for what it is.","This watch is absolutely great for what it is and the price point. It shows me what time is, and after one month it has stood up to prolonged digging, grinding concrete, busting out drywall, crawling around under a house, crawling around in a 80 year old attic, Jack hammering, drilling, regular hammering, rain, sweat, blood and all the other rigors that come with my line of construction (which includes a bit of every trade but hvac). Plus, my wife thinks it looks very handsome on me. I just turned 30 today and I’m fairly fashion forward, especially considering my profession. I like to look nice and this watch is just slim enough for me to get away with wearing it with slacks and a tie, but also rugged enough to not break or scratch when I throw the earth at it. I bought it for $41 and it is worth every penny. I’d knock off a star if I had paid $80. One of the buttons is a little more inset than the rest (and it doesn’t appear to be intentional). Luckily I don’t use the buttons."
"25","https://www.amazon.com/gp/customer-reviews/R2EWGLV31WDAG1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","francisco","19 Jan 2023","5.0","Un reloj todoterreno,lo mejorcito que hay para la muñeca","Siempre he tenido un reloj Casio, pero como este nunca,se nota que es un Casio G-SHOCK. La verdad que tiene buena pinta."
"26","https://www.amazon.com/gp/customer-reviews/R32BD67FF5SG3F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Jennifer","28 Jan 2023","5.0","Exactly what he wanted for xmas","He asked for it, he got it."
"27","https://www.amazon.com/gp/customer-reviews/R8OD15M9O3XPM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","AL","18 Jan 2023","5.0","Perfect like all the casios ive had","Easy to read , comfortable, bright light"
"28","https://www.amazon.com/gp/customer-reviews/RI1RQFQCLSRKV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","O.D.","18 Jan 2023","5.0","New to me Have yet to wear for any time.","Like the brand. Will update review when I've had time to wear the watch."
"29","https://www.amazon.com/gp/customer-reviews/R1K5E40GAD5EKV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Robert Doerr","20 Jan 2023","5.0","High quality at a reasonable price","I like the timer function for cooking"
"30","https://www.amazon.com/gp/customer-reviews/R272KCNXAVEG86/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","halfcentaur","09 Dec 2022","5.0","Great Everyday Watch","I really just wanted a watch that I could trust taking into a swimming pool. I was a father to a young boy and I just truly wanted a watch I never had to think about. I never owned a GShock before, because frankly I find them somewhat silly looking. But I absolutely adore this watch, I wear it almost 24/7 at this point and it works fantastically. I never have to think about it, and it keeps time unlike any other watch I've owned before."
"31","https://www.amazon.com/gp/customer-reviews/R138V5CM8SBGXM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Amazon Customer","20 Jan 2023","5.0","Keeps good time","Good value and good quality."
"32","https://www.amazon.com/gp/customer-reviews/R1Y7CEO06SJWCX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Alexis","19 Jan 2023","5.0","Nice watch","Perfect gift 🎁"
"33","https://www.amazon.com/gp/customer-reviews/R3OQNUL5L6OI3J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Amazon Customer","12 Jan 2023","5.0","Casio doesn't disappoint","I like Casio because it is a reliable brand, and this watch is good as described."
"34","https://www.amazon.com/gp/customer-reviews/R24YQOZO458FP9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Marmaduke","27 Dec 2022","5.0","NOT FOX FIRE","These do not say fox fire, but illuminator on them. Not the end of the world, but annoying. Watch is otherwise a stupid good value for what it is."
"35","https://www.amazon.com/gp/customer-reviews/R1546FXQ33WHEO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Felipe","21 Dec 2022","5.0","A good classic","It is not 100% as the original one made in Japan decades ago, but is very close. If you want a strong watch and something not expensive, this is the one to get."
"36","https://www.amazon.com/gp/customer-reviews/RWNMQ532Q5WNT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Ryan Alexander","01 Dec 2022","5.0","Can't kill it","I bought this a while back and have done some much with it on, working out, hunting, gutting deer, hitting door frames I mean you name it this thing will survive. It's like the cockroach of watches. In all seriousness I bought this as a cheap substitute for my nicer watches and love it. The only thing I did was change the watchband to a nicer silicon one, which you don't have to do.  10 stars"
"37","https://www.amazon.com/gp/customer-reviews/R3BEU5CBAVSZCG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","F Davalos","08 Jan 2023","5.0","Best everyday watch","Comfortable and lightweight."
"38","https://www.amazon.com/gp/customer-reviews/R2EH3TLVEKUU51/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Stephen Corcoran","23 Nov 2022","5.0","The best and the cheapest","If you actually do any real work this is the only g-shock to get. Easy to read, no useless graphs and dials cluttering the display and  low profile. Most  g-shocks sit high on the wrist and are too angular. They can and do get in the way of work and clothes. Plus it’s cheap. You can beat the crap out of it and buy another one. This is my 3rd. First one bought in 1993 and lasted 12 years before the battery died. Eventually the rubber case disintegrated. But it was still working. They are the best."
"39","https://www.amazon.com/gp/customer-reviews/R11D98B8H3FFI7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Richard Lunde","29 Dec 2022","5.0","Definitely worth the cost.","I would be lost without it. Was glad to have it well when replaced battery."
"40","https://www.amazon.com/gp/customer-reviews/RFU62XOLE8OUU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","cavrose1","28 Dec 2022","5.0","Was a Christmas present.","I can't attest to working condition, it was a gift."
"41","https://www.amazon.com/gp/customer-reviews/R2UDTHKWJKB0TC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Dani fuente","05 Jan 2023","5.0","Es genial","Felis"
"42","https://www.amazon.com/gp/customer-reviews/R2VM4ALX1NEQZJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","corey epps","06 Dec 2022","5.0","Stylin with my little G Shock","Nice little addition to my watch collection and my Casio collection.  Nothing fancy with this watch. Slick looking lightweight digital quartz . You barely know that your wearing it. Something fun that you wont worry about living life in."
"43","https://www.amazon.com/gp/customer-reviews/RN5KBY2TSB8RZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Ron in Port Orange, FL","09 Dec 2022","5.0","~My Second one...  Best watch EVER !!","Like everything about this watch.  ~Best thing is that it is easy to read, and that I don't need to know anything  that isn't already there !!  ~You can't go wrong with this one !!"
"44","https://www.amazon.com/gp/customer-reviews/RUSCWNAQ15X2Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","JB","08 Sep 2022","5.0","Perfect Watch","I bought this to replace a cheap but loved Casio Wave Ceptor I just lost. Was hesitant to leave the Radio function but it has proved no problem. This has a built in calendar up to 2099 and keeps time beautifully so was easier to give up than thought. As for ruggedness and durability, this has handled 12 beach and pool days in a row, gym, biking (sweat) all with aplomb so far. It honestly fits any outfit with the black and brownish hue of screen and touches of white and blue. Size wise it wears absolutely perfectly for 6.75 in wrist - felt this immediately and didn’t have to “get used to it” I was initially considering the ~$100 one with multi-band 6 but didn’t feel price was worth it and glad I picked up this instead. One other note is that this has timer function down to seconds - which is NOT SUPPORTED in Multiband 6 variant - starts at minute. This is handy when doing 30-45second timed workouts."
"45","https://www.amazon.com/gp/customer-reviews/R3LKARSQV6YOTR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Thomas C.","27 Mar 2016","4.0","NIce! But... Pushers are too hard to push!","There probably isn't much that I can add to what has already been said about this widely respected basic Casio G-Shock.  But I would mention a couple things that irritate me: 1.  The recessed 'pushers' (that control digital functions, on the outside corners of the watch) really are extremely difficult to 'push'.  A vocal minority of DW5600E owners will doubtlessly insist that the recessed pushers are just as they should be because this prevents them from being accidentally pushed.  Well, that is certainly not going to be a problem, I agree, but I think it should also be possible to push them intentionally, which for me at least requires taking off the watch and positioning a fingernail at just the right angle on a slippery, small metal surface and positioning another finger on the opposite side of the case to generate a sufficiently large amount of squeezing pressure to push the little circular pin-head like pushers far enough into the watch to engage.  With great effort I can sometimes push them with finger-tips, but my finger-tips become quite sore if I have to push them this way more than a couple times a day - it's ergonomic sadism!  I""m decking the watch 1/2 review star for the poor design of the pushers.  Yes, they shouldn't get pressed accidentally (at least not too easily), but they should be MUCH easier to push (and possible to push conveniently without taking off the watch). 2.  at least half the vertical space that is available for the LED is taken up by marketing blurbs that seem to be trying to get users to forget the word ""Indiglo"" and learn to call the glow in the dark feature ""ELECTRO LUMINESCENT BACKLIGHT""  and to recognize this item as an ILLUMINATOR model.  Personally I'd rather have an LED that's twice as tall so the digital numerals showing time/date and other information is easier to read.  I bought a digital Timex Expedition watch at the same time as this Casio, which has almost exactly the same amount of space for an LCD.  The Timex watch has it's own branding elements, (though not of the same crude tacky sort), but keeps them on tabs above and below the bezel, and also moves the pusher 'hints' (like stop/start) etc. off the LCD and onto the bezel.  The result is a digital readout that's about twice as large as this Casio's.  I guess it wouldn't be the DW-5600 classic anymore if Casio did something (sensible/useful) like that. If this were not otherwise such a nice watch, the inefficient use of available LCD space here would be penalized more than the 1/2 star I'm taking off. Otherwise, I think this is a very nice item.  The case is substantial, pleasantly weighty,  and it's construction is obviously very high quality.  The build quality elements surprised me & greatly exceeded my expectations.  These watches will definitely survive the coming Zombie Apocalypse.  I have no major complaint about the rubber strap, though it could be softer and more flexible.  You can't lay this watch flat (face-up) -- the band is curved and too stiff to flatten out.  Digital features are basic, but reasonably intuitive and work just fine.  The manual is pretty well written IMHO.  Packaging is cheap, but I really don't care or expect much for $40.00. I especially like the ""ELECTRO LUMINESCENT BACKLIGHT"" on this watch.  The dark jade/green color is really beautiful and makes the Cyan Indiglo back-lighting on the Timex I got seem cheap by comparison. I had a little trouble figuring out how to set the date at first, becoming confused by a field that seemed to increment from 00 to 100, till I read the manual and found this watch has a perpetual calendar feature, so the value there is to enter the year (from 2000-2100).  So that's quite nice actually. Also noteworthy - the watch I received is also very accurate.  It's been running at a rate that extrapolates to  +2.66 seconds per month,  roughly ~1/2 a min per year.  It's quartz movement has rated accuracy of +-15 secs/mo.  Most other Casio watches in the same or even somewhat higher price range(s) are rated either +-30 secs or +-20 secs.  It's easy to forget that keeping track of the time is, at least to a considerable extent, the purpose of a watch, and it would be difficult at this price to find one that does a better job."
"46","https://www.amazon.com/gp/customer-reviews/RBQH4IP1ME83A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Amazon Customer","04 Dec 2022","4.0","Almost perfect.","Button A is recessed too much making it very difficult to reset timers to zero."
"47","https://www.amazon.com/gp/customer-reviews/R1OV7C3A1B813D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Luís Sequeira","13 Dec 2022","5.0","Must have","Relatively thin and light watch (compared to other G-Shocks). Suitable for all functions (heavy duty, sport, survival, etc.) Excellent relation Price/Quality."
"48","https://www.amazon.com/gp/customer-reviews/R2WDPOK0YR1K4H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Jared Staton","17 Nov 2022","4.0","pretty dissapointed","i was dissapointed because when it came the adjust button was stuck in and i was unable to pry it out i dont know what to do it still functions..."
"49","https://www.amazon.com/gp/customer-reviews/R1SE4RVEYW5Z8M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Dixon Ovalle Cevallos","14 Dec 2022","5.0","Vale cada centavo!!!","Me encanta este reloj su diseño todo y adicional  le compré un protector metálico quedo espectacular."
"50","https://www.amazon.com/gp/customer-reviews/RIS1ZHTMTKU6Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Steve C.","22 Sep 2022","5.0","1 of 2 best watch values IN THE WORLD!","Aside from the Casio Duro (best value 200 meter dive watch on earth), this is the best value all-around, durable, simple, classic “beater” watch money can buy. Removed it from the package and threw it to the bottom of my swimming pool for several hours to be sure it had no water resistance defect. I haven’t had this model long, but it’s been on several hikes and my puppy got a hold of it and tossed it around before I was able to grab it back. I’ve had several other G-shocks that were larger and more bulky on the wrist but this is super light and comfortable in comparison. BTW, lots of people complaining about the top left button appearing to be recessed or stuck in the pushed-in position, but if you look online at photos for 3 minutes, you will find that this is the design of this watch and not a malfunction. So far, so good!"
"51","https://www.amazon.com/gp/customer-reviews/RIOEJCLMVEQY6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","John W","19 Dec 2022","5.0","You can’t get a better watch for the money, period","Just awesome for the money.  No frills, just rugged"
"52","https://www.amazon.com/gp/customer-reviews/R28GFV0WT1SCFG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Super Dave","09 Nov 2022","4.0","Almost perfect","The adjust button is recessed (to far in), not allowing for easy reset of alarm, timer, or stop watch. Other than that.  It’s a great watch."
"53","https://www.amazon.com/gp/customer-reviews/RXCHB66ZJJMPB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","R. Jordan","04 Oct 2022","5.0","Reliable and classic watch","I just ordered and received this, my second DW5600E after the first one suffered bezel failure (the watch still works) after almost 12 years on the original battery.  When I tried to replace the failed battery I accidentally bent the (very stiff) original band too far the wrong way; my fault.  The resin is tough but it does get a little brittle with age.  That watch replaced a 1982 vintage DW200 that also still works, but also had the resin case crack after 28 years of nearly continuous use and multiple battery changes. I was delighted to receive a watch made in Thailand, not China, at this price point.  I look forward to another decade or more of flawless usage and utility."
"54","https://www.amazon.com/gp/customer-reviews/R2MVF515SF6N96/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000GAYQKY","Matt","16 Jun 2011","5.0","Casio G-Shock DW-5600E","I've been an avid watch collector my entire life, but it wasn't until the past year or so that I've been seriously bitten by the ""watch collector"" bug. I realized that I didn't have a digital in my collection, and it just so happened that I had also been looking for a beater watch, something to just wear around casually. I always knew the G-Shocks had a big following, so I decided to hop on the bandwagon and I settled on the DW-5600. I chose this watch because, to me, it looks the most ""classic"" of the G-Shock line. I didn't really care about Solar or Atomic capabilities, which also helped out on the price. On Amazon's end, they did an adequate job. The watch arrived when it was supposed to, but the box was a little beat-up when I got it. The packaging wasn't all that great, either, because inside the box only one single ""air-bag"" protected the item. I was a little disappointed in the packaging of the watch itself. It didn't come in one of those cool gray tins that you see online, or even one of the bigger square black and red G-Shock boxes. Instead, the watch was packaged in a small rectangular box containing a plastic stand with the watch on it and the module book folded in half and stuffed underneath. Not a big deal, but a little neater package would be nice. Now, onto the watch itself. When I opened the box, I was surprised at just how nice it looks. Really, the watch looks much better in person that it does in any of the photographs I've seen. Like I mentioned above, the watch has a very classic digital look, with a very simple, rugged, ""no-frills"" design. The band is resin, and at first glance doesn't really look that comfortable. However, once you put it on, it feels nice and smooth on your skin. The watch is also incredibly light (60g, according to Casio's website), so much so that I barely even notice it's there. The build quality feels very solid, and I have the feeling that the watch could withstand a pretty tough beating. The case has a Casio branded metal plate on the backside and a metal buckle on the band. The readout has a positive display and isn't clogged up with useless information, so it's very easy to read. You've got the day and date on top, and time on the bottom. The backlight is nice and bright, although I wish it would stay illuminated for longer than two seconds. The four buttons are located on each corner of the case and I had no problem pressing any of them except for the ""adjust"" button, which is recessed so you don't accidentally bump it and reset the watch. This is my biggest complaint about the watch, seeing how sometimes I have to take the watch off just press the adjust button. But, luckily you don't have to use it that often, so it's not a deal-breaker. As for the features of the watch, they're all pretty standard. There's no barometric pressure gauge, tide readouts, or moon-phase indicators, just the standard features. Pressing the lower left button lets you scroll through the watches four modes: Time, alarm, countdown, and stop-watch. These modes are self-explanatory, and the time is viewable in each mode. The watch gives a resounding ""beep"" when changing modes, and a slightly higher-pitched chirp when returning to time mode. The volume on the alarm is adequate. I consider myself to be a heavy sleeper, and the alarm woke me up just fine. Overall, the Casio G-Shock DW-5600E is a solid watch. It's classic design, sturdy construction, and refreshingly basic features make it a must-have digital in any collection, especially G-Shock enthusiasts. And, at just over $40, it's an incredible value. 4.5/5 stars"
